timestamp,machine_id,vibration,motor_temperature,motor_current,motor_voltage,rpm,pressure,ambient_temperature,humidity,operating_state,fault_label,data_source
2026-01-01 00:00:00+00:00,SIM-MACHINE-001,0.2964187451315955,50.73196923613339,3.6217137589583377,228.9885723881328,1480.4808364935536,5.264917451964421,27.070510814291275,62.74192710014428,NORMAL,NONE,SIMULATED
2026-01-01 00:01:00+00:00,SIM-MACHINE-001,0.2901291597232436,49.79327351636239,3.4509812670339692,229.971453494029,1461.3820888039872,5.420750917078667,27.369075098624688,65.81070642610477,NORMAL,NONE,SIMULATED
2026-01-01 00:02:00+00:00,SIM-MACHINE-001,0.2933805838583514,50.84104069938068,3.8012218447004305,228.69133318150284,1471.6368199740116,5.452895986774104,26.429943070670095,64.68107717598969,NORMAL,NONE,SIMULATED
2026-01-01 00:03:00+00:00,SIM-MACHINE-001,0.32608548624415346,49.36335136841356,3.808021906666994,229.34118500393288,1464.4902045485396,5.383921480347174,26.914157477934975,64.04024953647715,NORMAL,NONE,SIMULATED
2026-01-01 00:04:00+00:00,SIM-MACHINE-001,0.2605095701648478,48.486056621149245,3.2744595590856638,229.83118265698997,1500.1001463435466,5.250962841445852,27.369363207792205,64.46855166018035,NORMAL,NONE,SIMULATED
2026-01-01 00:05:00+00:00,SIM-MACHINE-001,0.2641997840611646,48.187496000293415,3.439155477771878,229.67230983249877,1468.1797005087828,5.39271820476361,27.073366723551295,66.02301706968875,NORMAL,NONE,SIMULATED
2026-01-01 00:06:00+00:00,SIM-MACHINE-001,0.2642115302897383,51.351705972388956,3.7485401578137965,230.83990908938796,1462.1573981817246,5.3754199890696395,27.643484498404764,65.66570740698995,NORMAL,NONE,SIMULATED
2026-01-01 00:07:00+00:00,SIM-MACHINE-001,0.33980758864740235,48.84106745433675,3.674563050429049,229.3939623224033,1452.5215716767839,5.463398221822504,26.43560538141159,64.64400446245347,NORMAL,NONE,SIMULATED
2026-01-01 00:08:00+00:00,SIM-MACHINE-001,0.31887713374082527,49.34764476372783,3.677777845545432,227.6805763326406,1465.9027279738532,5.365084316133434,26.399397117346354,63.439844600982106,NORMAL,NONE,SIMULATED
2026-01-01 00:09:00+00:00,SIM-MACHINE-001,0.26167953336981514,51.10896367921397,3.6964107711680847,228.48352852587243,1476.2739256646291,5.351843649902277,27.392694786717396,63.53374806252557,NORMAL,NONE,SIMULATED
2026-01-01 00:10:00+00:00,SIM-MACHINE-001,0.25522560875864647,51.04377768477502,3.676650906279159,230.17020041762225,1481.4913319935554,5.531466705975205,27.440564584276537,65.72883282219595,NORMAL,NONE,SIMULATED
2026-01-01 00:11:00+00:00,SIM-MACHINE-001,0.2801534687704731,49.40358988863647,3.755820937655598,229.61990270478816,1464.30189010599,5.3587455324838,27.026362283492244,63.3010677570033,NORMAL,NONE,SIMULATED
2026-01-01 00:12:00+00:00,SIM-MACHINE-001,0.2837299316290548,51.7137656274433,3.798028805277028,228.98868901670954,1483.1592804904133,5.303189964128154,27.27323961085525,64.70170226111559,NORMAL,NONE,SIMULATED
2026-01-01 00:13:00+00:00,SIM-MACHINE-001,0.2936858163193308,50.64042424690095,3.7965844173156746,232.20243125743664,1471.7200626468102,5.380265158535364,27.42058309020604,68.06987007664526,NORMAL,NONE,SIMULATED
2026-01-01 00:14:00+00:00,SIM-MACHINE-001,0.24593867090964788,50.03824101488863,3.829073769012178,231.09131069444777,1469.1977851742774,5.454739712607823,26.806372255858964,65.41311926017715,NORMAL,NONE,SIMULATED
2026-01-01 00:15:00+00:00,SIM-MACHINE-001,0.2598144388980693,49.213348797679245,3.5501199531622016,230.22267258798072,1476.249301697947,5.547286993447017,26.858594124992845,65.76137483899666,NORMAL,NONE,SIMULATED
2026-01-01 00:16:00+00:00,SIM-MACHINE-001,0.31483677057305354,49.617267246137516,3.714979173471,230.53289176789787,1484.4159641312651,5.4473052292682995,27.22663848832156,63.606429774082116,NORMAL,NONE,SIMULATED
2026-01-01 00:17:00+00:00,SIM-MACHINE-001,0.29364463560166093,50.631750684998515,3.4859682260302347,230.05290097275466,1475.2710897013478,5.3243438974548285,27.52179665410946,63.41587314156748,NORMAL,NONE,SIMULATED
2026-01-01 00:18:00+00:00,SIM-MACHINE-001,0.26995260276424043,49.00443671356361,3.6544483619291257,229.0826239648674,1463.3521134371344,5.388010591285529,26.70318977207735,65.8525512812516,NORMAL,NONE,SIMULATED
